Architecture    Offer                 Publisher                      Sku                                               Urn                                                                                                          Version
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.5386.260711                20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4346.251112      20348.4346.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4529.251206      20348.4529.251206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4648.260108      20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4711.260206      20348.4711.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4830.260305      20348.4830.260305
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5020.260413      20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5074.260507      20348.5074.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5256.260607      20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5256.260617      20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5386.260711      20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.4405.251112               20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.4529.251205               20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.4648.260108               20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.4773.260206               20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.4893.260303               20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.5020.260413               20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.5139.260507               20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.5256.260607               20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.5256.260617               20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-smalldisk:20348.5386.260711               20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.4405.251112                                  20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.4529.251205                                  20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.4648.260108                                  20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.4773.260206                                  20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.4893.260303                                  20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.5020.260413                                  20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.5139.260507                                  20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.5256.260607                                  20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.5256.260617                                  20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2022-datacenter-core:20348.5386.260711                                  20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.4405.251112                               20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.4529.251205                               20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.4648.260108                               20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.4773.260206                               20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.4893.260303                               20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.5020.260413                               20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.5139.260507                               20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.5256.260607                               20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.5256.260617                               20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-g2:20348.5386.260711                               20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.4405.251112                        20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.4529.251205                        20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.4648.260108                        20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.4773.260206                        20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.4893.260303                        20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.5020.260413                        20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.5139.260507                        20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.5256.260607                        20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.5256.260617                        20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk:20348.5386.260711                        20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.4405.251112                     20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.4529.251205                     20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.4648.260108                     20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.4773.260206                     20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.4893.260303                     20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.5020.260413                     20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.5139.260507                     20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.5256.260607                     20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.5256.260617                     20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2022-datacenter-core-smalldisk-g2:20348.5386.260711                     20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.4405.251112                                    20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.4529.251205                                    20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.4648.260108                                    20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.4773.260206                                    20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.4893.260303                                    20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.5020.260413                                    20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.5139.260507                                    20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.5256.260607                                    20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.5256.260617                                    20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2022-datacenter-g2:20348.5386.260711                                    20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.4405.251112                             20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.4529.251205                             20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.4648.260108                             20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.4773.260206                             20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.4893.260303                             20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.5020.260413                             20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.5139.260507                             20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.5256.260607                             20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.5256.260617                             20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk:20348.5386.260711                             20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.4405.251112                          20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.4529.251205                          20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.4648.260108                          20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.4773.260206                          20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.4893.260303                          20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.5020.260413                          20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.5139.260507                          20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.5256.260607                          20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.5256.260617                          20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2022-datacenter-smalldisk-g2:20348.5386.260711                          20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32230.260111                                      26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32370.260206                                      26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32522.260306                                      26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32690.260413                                      26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32860.260510                                      26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.32995.260607                                      26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.33158.260711                                      26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.7171.251109                                       26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter                                   MicrosoftWindowsServer:WindowsServer:2025-datacenter:26100.7462.251206                                       26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32230.260111                        26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32313.260207                        26100.32313.260207
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32463.260305                        26100.32463.260305
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32690.260413                        26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32772.260507                        26100.32772.260507
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.32995.260607                        26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.33158.260711                        26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.7092.251105                         26100.7092.251105
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition:26100.7456.251206                         26100.7456.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32230.260111                   26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32313.260207                   26100.32313.260207
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32463.260305                   26100.32463.260305
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32690.260413                   26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32772.260507                   26100.32772.260507
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.32995.260607                   26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.33158.260711                   26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.7092.251105                    26100.7092.251105
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core:26100.7456.251206                    26100.7456.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32230.260111         26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32313.260207         26100.32313.260207
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32463.260305         26100.32463.260305
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32690.260413         26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32772.260507         26100.32772.260507
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.32995.260607         26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.33158.260711         26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.7092.251105          26100.7092.251105
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-core-smalldisk:26100.7456.251206          26100.7456.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32230.260111              26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32313.260207              26100.32313.260207
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32463.260305              26100.32463.260305
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32690.260413              26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32772.260507              26100.32772.260507
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.32995.260607              26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.33158.260711              26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.7092.251105               26100.7092.251105
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:WindowsServer:2025-datacenter-azure-edition-smalldisk:26100.7456.251206               26100.7456.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32230.260111                                 26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32370.260206                                 26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32522.260306                                 26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32690.260413                                 26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32860.260510                                 26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.32995.260607                                 26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.33158.260711                                 26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.7171.251109                                  26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core                              MicrosoftWindowsServer:WindowsServer:2025-datacenter-core:26100.7462.251206                                  26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32230.260111                              26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32370.260206                              26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32522.260306                              26100.32522.260306
