Architecture    Offer                 Publisher                      Sku                                               Urn                                                                                                          Version
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8146.251205                                  17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8276.260109                                  17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8389.260206                                  17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8511.260305                                  17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8644.260411                                  17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8755.260509                                  17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.8880.260607                                  17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core:17763.9020.260711                                  17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8027.251112                               17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8146.251205                               17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8276.260109                               17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8389.260206                               17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8511.260305                               17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8644.260411                               17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8755.260509                               17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.8880.260607                               17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-g2:17763.9020.260711                               17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8027.251112                        17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8146.251205                        17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8276.260109                        17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8389.260206                        17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8511.260305                        17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8644.260411                        17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8755.260509                        17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.8880.260607                        17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-Core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2019-Datacenter-Core-smalldisk:17763.9020.260711                        17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8027.251112                     17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8146.251205                     17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8276.260109                     17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8389.260206                     17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8511.260305                     17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8644.260411                     17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8755.260509                     17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.8880.260607                     17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2019-datacenter-core-smalldisk-g2:17763.9020.260711                     17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8027.251112                             17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8146.251205                             17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8276.260109                             17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8389.260206                             17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8511.260305                             17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8644.260411                             17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8755.260509                             17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.8880.260607                             17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gensecond                         MicrosoftWindowsServer:WindowsServer:2019-datacenter-gensecond:17763.9020.260711                             17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8027.251112                                    17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8146.251205                                    17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8276.260109                                    17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8389.260206                                    17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8511.260305                                    17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8644.260411                                    17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8755.260509                                    17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8880.260607                                    17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.8880.260617                                    17763.8880.260617
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs                                MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs:17763.9020.260711                                    17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8027.251112                                 17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8146.251205                                 17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8276.260109                                 17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8389.260206                                 17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8511.260305                                 17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8644.260411                                 17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8755.260509                                 17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8880.260607                                 17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.8880.260617                                 17763.8880.260617
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-gs-g2                             MicrosoftWindowsServer:WindowsServer:2019-datacenter-gs-g2:17763.9020.260711                                 17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8027.251112                             17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8146.251205                             17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8276.260109                             17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8389.260206                             17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8511.260305                             17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8644.260411                             17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8755.260509                             17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.8880.260607                             17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2019-Datacenter-smalldisk:17763.9020.260711                             17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8027.251112                          17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8146.251205                          17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8276.260109                          17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8389.260206                          17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8511.260305                          17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8644.260411                          17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8755.260509                          17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.8880.260607                          17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2019-datacenter-smalldisk-g2:17763.9020.260711                          17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8027.251112                                  17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8146.251205                                  17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8276.260109                                  17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8389.260206                                  17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8511.260305                                  17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8644.260411                                  17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8755.260509                                  17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.8880.260607                                  17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-Datacenter-zhcn                              MicrosoftWindowsServer:WindowsServer:2019-Datacenter-zhcn:17763.9020.260711                                  17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8027.251112                               17763.8027.251112
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8146.251205                               17763.8146.251205
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8276.260109                               17763.8276.260109
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8389.260206                               17763.8389.260206
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8511.260305                               17763.8511.260305
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8644.260411                               17763.8644.260411
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8755.260509                               17763.8755.260509
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.8880.260607                               17763.8880.260607
x64             WindowsServer         MicrosoftWindowsServer         2019-datacenter-zhcn-g2                           MicrosoftWindowsServer:WindowsServer:2019-datacenter-zhcn-g2:17763.9020.260711                               17763.9020.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.4405.251112                                       20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.4529.251205                                       20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.4648.260108                                       20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.4773.260206                                       20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.4893.260303                                       20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.5020.260413                                       20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.5139.260507                                       20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.5256.260607                                       20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.5256.260617                                       20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:WindowsServer:2022-datacenter:20348.5386.260711                                       20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.4405.251112                         20348.4405.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.4529.251205                         20348.4529.251205
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.4648.260108                         20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.4773.260206                         20348.4773.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.4893.260303                         20348.4893.260303
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.5020.260413                         20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.5139.260507                         20348.5139.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.5256.260607                         20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.5256.260617                         20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition:20348.5386.260711                         20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.4346.251112                    20348.4346.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.4529.251206                    20348.4529.251206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.4648.260108                    20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.4711.260206                    20348.4711.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.4830.260305                    20348.4830.260305
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.5020.260413                    20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.5074.260507                    20348.5074.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.5256.260607                    20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.5256.260617                    20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core:20348.5386.260711                    20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.4346.251112          20348.4346.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.4529.251206          20348.4529.251206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.4648.260108          20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.4711.260206          20348.4711.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.4830.260305          20348.4830.260305
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.5020.260413          20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.5074.260507          20348.5074.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.5256.260607          20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.5256.260617          20348.5256.260617
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-core-smalldisk:20348.5386.260711          20348.5386.260711
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.4346.251112                20348.4346.251112
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.4529.251206                20348.4529.251206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.4648.260108                20348.4648.260108
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.4711.260206                20348.4711.260206
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.4830.260305                20348.4830.260305
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.5020.260413                20348.5020.260413
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.5074.260507                20348.5074.260507
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.5256.260607                20348.5256.260607
x64             WindowsServer         MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:WindowsServer:2022-datacenter-azure-edition-hotpatch:20348.5256.260617                20348.5256.260617
